,Name,Type,Fare,Start,End,Time,Ratings,Seats,Links,Route
7639,KSRTC (Kerala) - 2985,Super Fast Non AC Seater (2+3),502.0,16:45,03:35,10h 50m,3.1,42 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7640,KSRTC (Kerala) - 1842,Low Floor AC Seater 2+2,723.0,17:00,03:10,10h 10m,3.1,24 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7641,KSRTC (Kerala) - 431,Super Fast Non AC Seater (2+3),515.0,17:15,04:45,11h 30m,3.1,48 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7642,KSRTC (Kerala) - 368,AC MULTI AXLE,1417.0,17:25,04:05,10h 40m,3.1,42 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7643,KSRTC (Kerala) - 43,Swift Deluxe Non AC Air Bus (2+2),586.0,17:40,03:21,09h 41m,3.1,15 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7644,KSRTC (Kerala) - 1845,Low Floor AC Seater 2+2,742.0,18:00,04:10,10h 10m,3.0,19 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7645,KSRTC (Kerala) - 377,AC MULTI AXLE,904.0,18:10,02:49,08h 39m,5.0,26 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7646,KSRTC (Kerala) - 47,Swift Deluxe Non AC Air Bus (2+2),586.0,18:30,03:52,09h 22m,5.0,8 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7647,KSRTC (Kerala) - 2956,Super Express Non AC Seater Air Bus (2+2),586.0,18:45,05:25,10h 40m,3.1,20 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7648,KSRTC (Kerala) - 2364,Low Floor AC Seater 2+2,723.0,19:00,05:10,10h 10m,4.0,16 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7649,KSRTC (Kerala) - 49,Swift Deluxe Non AC Air Bus (2+2),565.0,19:10,04:20,09h 10m,2.1,8 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7650,KSRTC (Kerala) - 425,Super Express Non AC Seater Air Bus (2+2),545.0,19:15,04:10,08h 55m,1.0,8 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7651,KSRTC (Kerala) - 453,Super Express Non AC Seater Air Bus (2+2),586.0,19:40,04:22,08h 42m,5.0,32 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7652,KSRTC (Kerala) - 507,Super Express Non AC Seater Air Bus (2+2),565.0,20:00,03:35,07h 35m,4.7,5 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7653,KSRTC (Kerala) - 2894,Low Floor AC Seater 2+2,742.0,20:01,06:26,10h 25m,5.0,12 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7654,KSRTC (Kerala) - 528,Super Express Non AC Seater Air Bus (2+2),586.0,20:45,04:40,07h 55m,3.1,12 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7655,KSRTC (Kerala) - 1855,Low Floor AC Seater 2+2,723.0,21:00,07:00,10h 00m,2.2,18 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7656,KSRTC (Kerala) - 45,Swift Deluxe Non AC Air Bus (2+2),565.0,21:10,06:13,09h 03m,2.9,16 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7657,KSRTC (Kerala) - 1858,Low Floor AC Seater 2+2,742.0,22:00,07:50,09h 50m,2.4,24 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7658,KSRTC (Kerala) - 325,Super Fast Non AC Seater (2+3),515.0,22:05,08:35,10h 30m,3.4,44 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7659,KSRTC (Kerala) - 2026,Super Express Non AC Seater Air Bus (2+2),565.0,22:35,08:02,09h 27m,1.7,22 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7660,KSRTC (Kerala) - 2366,Low Floor AC Seater 2+2,723.0,23:00,09:15,10h 15m,1.0,6 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7661,KSRTC (Kerala) - 500,Super Express Non AC Seater Air Bus (2+2),586.0,23:45,07:25,07h 40m,3.4,23 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7662,Madhavi Travels,A/C Sleeper (2+1),1499.0,19:50,04:30,08h 40m,4.1,20 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7663,BLM Transports,A/C Sleeper (2+1),1093.0,20:15,05:00,08h 45m,3.9,20 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7664,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),900.0,20:30,05:00,08h 30m,2.8,19 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7665,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),1000.0,18:01,05:00,10h 59m,3.4,26 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7666,LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),1099.0,16:30,03:40,11h 10m,4.6,11 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7667,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,650.0,21:00,06:00,09h 00m,2.7,25 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7668,A1 Travels,Bharat Benz A/C Sleeper (2+1),1500.0,19:00,04:00,09h 00m,2.8,33 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7669,A1 Travels,A/C Seater / Sleeper (2+1),800.0,21:35,07:00,09h 25m,3.4,29 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7670,A1 Travels,NON A/C Semi Sleeper (2+2),750.0,21:00,06:30,09h 30m,3.2,34 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7671,A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),900.0,20:15,05:30,09h 15m,3.2,30 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7672,EMERALD TRAVELS,A/C Sleeper (2+1),1100.0,19:30,04:30,09h 00m,3.0,21 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7673,Kohinoor Travels,A/C Sleeper (2+1),1199.0,16:00,02:00,10h 00m,5.0,11 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7674,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),1250.0,16:00,03:51,11h 51m,1.5,22 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7675,AURA CONNECT,Bharat Benz A/C Semi Sleeper (2+2),999.0,20:00,05:35,09h 35m,2.5,45 Seats available,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode,Thiruvananthapuram to Kozhikode
7676,Madhavi Travels,A/C Semi Sleeper (2+2),599.0,00:15,04:00,03h 45m,4.5,12 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7677,Ubc travels,A/C Semi Sleeper (2+2),700.0,00:25,03:00,02h 35m,3.6,25 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7678,Madhavi Travels,A/C Seater (2+2),549.0,00:45,04:05,03h 20m,4.5,18 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7679,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),1000.0,01:00,03:30,02h 30m,3.0,13 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7680,Adrin Travels,A/C Seater/Sleeper (2+1),699.0,01:20,04:20,03h 00m,3.7,17 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7681,UFO Bus,A/C Sleeper (2+1),839.0,23:55,03:30,03h 35m,3.9,8 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7682,Kudla Travels ( ST MARIA ),A/C Sleeper (2+1),999.0,01:20,04:20,03h 00m,3.0,5 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7683,Blue Bird Travels,A/C Seater Push Back (2+2),549.0,01:25,03:25,02h 00m,3.1,6 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7684,Greenline kerala,A/C Seater Push Back (2+2),550.0,01:30,03:30,02h 00m,3.1,16 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7685,Madhavi Travels,A/C Sleeper (2+1),799.0,01:30,03:50,02h 20m,4.5,13 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7686,Ubc travels,A/C Seater/Sleeper (2+1),900.0,01:45,03:45,02h 00m,3.6,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7687,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),1000.0,02:01,05:01,03h 00m,3.0,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7688,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),762.0,22:10,00:30,02h 20m,4.0,35 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7689,Madhavi Travels,A/C Sleeper (2+1),1499.0,22:20,01:10,02h 50m,5.0,16 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7690,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),850.0,23:15,01:40,02h 25m,3.0,24 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7691,Madhavi Travels,A/C Sleeper (2+1),1099.0,23:30,02:50,03h 20m,4.5,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7692,Sonia Travels,A/C Semi Sleeper (2+2),620.0,23:30,02:10,02h 40m,3.9,33 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7693,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),1299.0,23:30,01:55,02h 25m,4.5,28 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7694,A1 Travels,Bharat Benz A/C Sleeper (2+1),1300.0,23:30,01:30,02h 00m,3.2,31 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7695,UFO Bus,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),670.0,23:55,03:30,03h 35m,3.9,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7696,Cochin Express,A/C Seater Push Back (2+2),700.0,23:55,03:35,03h 40m,4.2,41 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7697,Cochin Express,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),667.0,23:59,03:30,03h 31m,4.2,5 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7698,Kalpaka Travels 1,A/C Semi Sleeper (2+2),700.0,23:59,03:40,03h 41m,4.0,35 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7699,Arya Travels,A/C Sleeper (2+1),895.0,23:59,03:15,03h 16m,3.1,21 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7700,Cochin Express,A/C Sleeper (2+1),1000.0,23:59,03:30,03h 31m,4.2,2 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7701,Arya Travels,A/C Semi Sleeper (2+2),649.0,23:59,03:15,03h 16m,3.1,13 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7702,Kalpaka Travels 1,A/C Sleeper (2+1),900.0,23:59,03:45,03h 46m,4.0,25 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7703,SG Travels,Bharat Benz A/C Sleeper (2+1),800.0,23:59,03:30,03h 31m,4.6,4 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7704,UFO Bus,Volvo A/C Semi Sleeper (2+2),620.0,00:20,03:30,03h 10m,3.9,45 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7705,CGR Tranz,A/C Sleeper (2+1),3500.0,00:45,03:25,02h 40m,0.0,1 Seat available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7706,Galaxy Tours,A/C Semi Sleeper (2+2),1000.0,21:45,23:44,01h 59m,2.8,9 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7707,Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,999.0,21:45,00:45,03h 00m,2.8,46 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7708,BLM Transports,A/C Sleeper (2+1),1368.0,22:00,01:00,03h 00m,1.0,4 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7709,Agney Travels,VE A/C Seater / Sleeper (2+1),700.0,22:55,01:45,02h 50m,2.7,35 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7710,Kyros Connect,A/C Semi Sleeper (2+2),599.0,23:45,01:45,02h 00m,2.0,33 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Kozhikode to Thrissur
7711,Ubc travels,A/C Semi Sleeper (2+2),700.0,00:25,07:50,07h 25m,4.8,20 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7712,Sonia Travels,A/C Seater/Sleeper (2+1),750.0,23:30,06:15,06h 45m,4.6,14 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7713,Ubc travels,A/C Seater/Sleeper (2+1),900.0,01:45,08:00,06h 15m,3.9,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7714,EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),800.0,22:10,03:30,05h 20m,3.2,9 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7715,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),1100.0,02:01,07:55,05h 54m,3.1,23 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7716,Sonia Travels,A/C Semi Sleeper (2+2),700.0,23:30,06:10,06h 40m,4.4,30 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7717,Madhavi Travels,Volvo A/C Semi Sleeper (2+2),1299.0,23:30,04:50,05h 20m,3.9,28 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7718,Madhavi Travels,A/C Sleeper (2+1),1199.0,23:30,06:00,06h 30m,3.9,19 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7719,A1 Travels,A/C Seater / Sleeper (2+1),800.0,20:05,03:00,06h 55m,4.2,34 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7720,Holy Maria Travels,A/C Semi Sleeper (2+2),700.0,00:10,06:50,06h 40m,2.6,10 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7721,AURA CONNECT,A/C Sleeper (2+1),1899.0,00:10,07:50,07h 40m,2.5,30 Seats available,https://www.redbus.in/bus-tickets/kozhikode-to-kottayam,Kozhikode to Kottayam
7722,Madhavi Travels,A/C Sleeper (2+1),1099.0,19:00,03:00,08h 00m,5.0,14 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7723,Ubc travels,A/C Seater/Sleeper (2+1),900.0,18:00,03:00,09h 00m,4.0,24 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7724,Ubc travels,A/C Semi Sleeper (2+2),700.0,17:30,01:00,07h 30m,3.7,41 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7725,Sonia Travels,A/C Seater/Sleeper (2+1),750.0,19:10,02:29,07h 19m,3.0,36 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7726,A1 Travels,A/C Seater / Sleeper (2+1),800.0,23:59,07:00,07h 01m,2.5,29 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7727,Holy Maria Travels,A/C Semi Sleeper (2+2),800.0,18:20,02:10,07h 50m,5.0,36 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7728,Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),1400.0,18:15,01:25,07h 10m,1.0,25 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7729,EMERALD TRAVELS,A/C Sleeper (2+1),1100.0,23:00,04:30,05h 30m,3.7,21 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7730,AURA CONNECT,A/C Sleeper (2+1),1899.0,18:15,02:20,08h 05m,2.5,30 Seats available,https://www.redbus.in/bus-tickets/kottayam-to-kozhikode,Kottayam to Kozhikode
7731,Bus_name,Bus_type,0.0,start_time,End_time,Travel_time,0.0,Seats_left,Bus_link,Bus_route
7732,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),558.0,22:20,05:00,06h 40m,4.6,25 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7733,Laxmi holidays,VE A/C Sleeper (2+1),684.0,23:00,06:00,07h 00m,4.4,24 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7734,Yolo Bus,Bharat Benz A/C Sleeper (2+1),810.0,23:05,04:44,05h 39m,4.7,16 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7735,AdGolden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),561.0,23:40,05:00,05h 20m,3.2,45 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7736,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),599.0,23:05,05:21,06h 16m,4.1,27 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7737,Yolo Bus,VE A/C Seater / Sleeper (2+1),450.0,22:31,05:01,06h 30m,4.2,18 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7738,IntrCity SmartBus,A/C Seater / Sleeper (2+1),564.0,22:15,06:15,08h 00m,4.3,24 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7739,AdCity Land Travels,A/C Seater/Sleeper (2+1),488.0,23:15,05:50,06h 35m,3.0,29 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7740,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),950.0,23:40,06:40,07h 00m,4.4,12 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7741,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),760.0,23:30,06:30,07h 00m,4.4,21 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7742,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),499.0,23:13,05:35,06h 22m,4.0,3 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7743,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),549.0,23:25,05:45,06h 20m,4.0,3 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7744,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),449.0,23:00,06:10,07h 10m,4.7,21 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7745,Yolo Bus,VE A/C Seater / Sleeper (2+1),450.0,23:50,05:44,05h 54m,4.6,28 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7746,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),565.0,20:30,03:10,06h 40m,4.3,13 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7747,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),449.0,21:30,05:10,07h 40m,4.7,22 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7748,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),537.0,22:05,04:55,06h 50m,4.8,22 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7749,FlixBus,Bharat Benz A/C Sleeper (2+1),683.93,23:00,05:50,06h 50m,4.9,9 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7750,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),599.0,23:05,05:11,06h 06m,4.1,24 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7751,FlixBus,Bharat Benz A/C Sleeper (2+1),1325.89,21:45,04:15,06h 30m,5.0,10 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7752,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),703.0,20:00,02:50,06h 50m,4.6,28 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7753,IntrCity SmartBus,A/C Seater / Sleeper (2+1),577.0,23:30,06:00,06h 30m,4.3,38 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7754,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),888.0,21:20,03:00,05h 40m,5.0,22 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7755,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),449.0,22:00,05:25,07h 25m,4.5,22 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7756,Zingbus Plus,A/C Sleeper (2+1),787.0,21:35,04:10,06h 35m,4.9,26 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7757,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),468.0,21:00,04:30,07h 30m,4.7,28 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7758,New National Travels,A/C Seater / Sleeper (2+2),629.0,23:00,05:00,06h 00m,2.9,38 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7759,IntrCity SmartBus,A/C Seater / Sleeper (2+1),466.0,21:30,06:35,09h 05m,4.3,26 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7760,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),499.0,23:05,05:01,05h 56m,2.6,25 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7761,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),499.0,22:40,04:00,05h 20m,4.0,16 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7762,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),521.0,22:30,06:05,07h 35m,4.2,25 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7763,IntrCity SmartBus,A/C Seater / Sleeper (2+1),590.0,23:20,05:45,06h 25m,4.6,18 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7764,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),700.0,23:00,05:45,06h 45m,4.0,35 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7765,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),586.0,23:35,05:05,05h 30m,3.4,33 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7766,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),599.0,22:40,04:00,05h 20m,2.1,32 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7767,NueGo,Electric A/C Seater (2+2),333.0,18:00,00:25,06h 25m,3.0,31 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7768,NueGo,Electric A/C Seater (2+2),475.0,22:00,04:40,06h 40m,3.5,25 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7769,NueGo,Electric A/C Seater (2+2),333.0,23:50,06:15,06h 25m,3.1,32 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
7770,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),551.0,23:05,05:05,06h 00m,3.6,31 Seats available,https://www.redbus.in/bus-tickets/delhi-to-ludhiana,Delhi to Ludhiana
